madrid-bus,average_response_time,247,7501.17,300,6501.68,500,6027.32,1000,5446.38,3000,5269.05,5000,5928.02,10000,6228.84,20000,7785.26,30000,10818.73
madrid-bus,response_time_p10,247,2675,300,2363,500,2190,1000,1983,3000,1882,5000,2114,10000,2234,20000,3065,30000,2998
madrid-bus,response_time_p50,247,7393,300,6269,500,5834,1000,5381,3000,5155,5000,5509,10000,5669,20000,6085,30000,6689
madrid-bus,response_time_p75,247,9519,300,8377,500,7695,1000,7122,3000,6973,5000,7643,10000,7636,20000,8149,30000,8983
madrid-bus,response_time_p90,247,12067,300,10598,500,10378,1000,8634,3000,8431,5000,9594,10000,9302,20000,9831,30000,10931
madrid-bus,average_connection_response_time,247,0.0908388426703996,300,0.07950428565417833,500,0.07391844997936707,1000,0.06785359077793807,3000,0.06711201100670512,5000,0.07506244830514401,10000,0.08162368282027567,20000,0.10220588009647874,30000,0.13846087116871833
madrid-bus,connection_response_time_p90,247,0.11304784448748297,300,0.09489562948467058,500,0.08812785388127854,1000,0.0830081198464153,3000,0.09830084118284659,5000,0.10626994183472513,10000,0.11037662397142116,20000,0.11770938689014111,30000,0.1790418721024358
madrid-bus,average_pages_fetched,247,731.27,300,600.25,500,356.67,1000,178.12,3000,60.48,5000,36.87,10000,19.59,20000,10.69,30000,7.85
madrid-bus,pages_fetched_p90,247,1188,300,976,500,577,1000,288,3000,95,5000,58,10000,30,20000,16,30000,12
madrid-bus,average_bytes_transferred,247,92242060.58,300,92071075.47,500,91850790.59,1000,92027089.55,3000,93917970.09,5000,95408725.33,10000,101428010.64,20000,110284272.3,30000,121501129.04
madrid-bus,bytes_transferred_p90,247,150107735,300,150020154,500,149243785,1000,149442459,3000,148251513,5000,150931137,10000,156144783,20000,166626592,30000,186550827
madrid-bus,average_scanned_connections,247,87426.21,300,87426.21,500,87426.21,1000,87426.21,3000,87426.21,5000,87426.21,10000,87426.21,20000,87426.21,30000,87426.21
madrid-bus,scanned_connections_p90,247,141805,300,141805,500,141805,1000,141805,3000,141805,5000,141805,10000,141805,20000,141805,30000,141805
madrid-bus,scanned_connections_std_deviation,247,45458.109958135086,300,45458.109958135086,500,45458.109958135086,1000,45458.109958135086,3000,45458.109958135086,5000,45458.109958135086,10000,45458.109958135086,20000,45458.109958135086,30000,45458.109958135086
