stib,average_response_time,189,4443.79,300,4045.54,500,3973.55,1000,3890.88,3000,4027.24,5000,4215.9,10000,4707.75,20000,6375.86,30000,9539.43
stib,response_time_p10,189,1212,300,999,500,1083,1000,910,3000,973,5000,1004,10000,1221,20000,1704,30000,1813
stib,response_time_p50,189,4465,300,3963,500,3829,1000,3813,3000,4166,5000,4021,10000,4237,20000,4611,30000,4997
stib,response_time_p75,189,6209,300,6041,500,6005,1000,5780,3000,5963,5000,6132,10000,6239,20000,6816,30000,6752
stib,response_time_p90,189,7651,300,7064,500,7057,1000,6883,3000,6999,5000,7127,10000,7389,20000,7908,30000,8047
stib,average_connection_response_time,189,0.3549680574330049,300,0.3260490183207789,500,0.31902035972855936,1000,0.3137250872570445,3000,0.3277005096503279,5000,0.34621075365927895,10000,0.392850599870162,20000,0.5535528930713816,30000,0.8571219356551267
stib,connection_response_time_p90,189,0.6251831693531505,300,0.6323006070755705,500,0.6115073245952197,1000,0.5799922898997687,3000,0.6229851371153443,5000,0.6358593259367804,10000,0.6563201561737433,20000,0.7060082774368489,30000,0.7108493367649971
stib,average_pages_fetched,189,167.18,300,99.54,500,62.62,1000,30.28,3000,11.34,5000,7.46,10000,4.72,20000,3.43,30000,2.79
stib,pages_fetched_p90,189,278,300,160,500,99,1000,48,3000,18,5000,11,10000,6,20000,4,30000,4
stib,average_bytes_transferred,189,13678190.42,300,13672868.39,500,13855622.61,1000,14243908.24,3000,16157371.93,5000,17842498.07,10000,22610153.46,20000,32751180.13,30000,39818420.51
stib,bytes_transferred_p90,189,22222072,300,22278249,500,22398524,1000,22625772,3000,25349400,5000,26362219,10000,28775894,20000,38374399,30000,57515010
stib,average_scanned_connections,189,13776.36,300,13776.36,500,13776.36,1000,13776.36,3000,13776.36,5000,13776.36,10000,13776.36,20000,13776.36,30000,13776.36
stib,scanned_connections_p90,189,22373,300,22373,500,22373,1000,22373,3000,22373,5000,22373,10000,22373,20000,22373,30000,22373
stib,scanned_connections_std_deviation,189,9431.311223281733,300,9431.311223281733,500,9431.311223281733,1000,9431.311223281733,3000,9431.311223281733,5000,9431.311223281733,10000,9431.311223281733,20000,9431.311223281733,30000,9431.311223281733
