nairobi-sacco,average_response_time,259,1122.21,300,1055.53,500,1003,1000,951.67,3000,961.59,5000,1042.949494949495
nairobi-sacco,response_time_p10,259,359,300,277,500,228,1000,200,3000,187,5000,197
nairobi-sacco,response_time_p50,259,1164,300,1095,500,1032,1000,969,3000,919,5000,955
nairobi-sacco,response_time_p75,259,1560,300,1499,500,1424,1000,1364,3000,1328,5000,1360
nairobi-sacco,response_time_p90,259,1779,300,1725,500,1620,1000,1567,3000,1563,5000,1662
nairobi-sacco,average_connection_response_time,259,0.2197262734462745,300,0.20523175997173254,500,0.19554690080533252,1000,0.18610248458229858,3000,0.18943687222531963,5000,0.20365433726363183
nairobi-sacco,connection_response_time_p90,259,0.32608317382982427,300,0.31585302742798,500,0.298023539862314,1000,0.2842849749870623,3000,0.2804835924006909,5000,0.292067858780376
nairobi-sacco,average_pages_fetched,259,54.99,300,42.26,500,25.67,1000,11.53,3000,4.07,5000,2.787878787878788
nairobi-sacco,pages_fetched_p90,259,61,300,47,500,29,1000,13,3000,5,5000,3
nairobi-sacco,average_bytes_transferred,259,4361585.46,300,4242026.06,500,4247614,1000,4075971.53,3000,3519694.17,5000,2678943.9393939395
nairobi-sacco,bytes_transferred_p90,259,4874224,300,4731680,500,4683048,1000,4393273,3000,3627210,5000,2756925
nairobi-sacco,average_scanned_connections,259,5074.35,300,5074.35,500,5074.35,1000,5074.35,3000,5074.35,5000,5118.787878787879
nairobi-sacco,scanned_connections_p90,259,5796,300,5796,500,5796,1000,5796,3000,5796,5000,5796
nairobi-sacco,scanned_connections_std_deviation,259,1156.8211389406745,300,1156.8211389406745,500,1156.8211389406745,1000,1156.8211389406745,3000,1156.8211389406745,5000,1074.3743142526275
