london-tube,average_response_time,376,1035.86,500,1108.16,1000,942.025,3000,1026.395,5000,1147.775,10000,1640.555,20000,2382.635,30000,2996.58
london-tube,response_time_p10,376,276,500,247,1000,288,3000,457,5000,418,10000,854,20000,1257,30000,1303.5
london-tube,response_time_p50,376,992,500,994,1000,816.5,3000,963.5,5000,1125,10000,1519,20000,2477,30000,3084.5
london-tube,response_time_p75,376,1404,500,1497,1000,1372.5,3000,1284.5,5000,1420.5,10000,2257,20000,3098,30000,4144.5
london-tube,response_time_p90,376,1842,500,2145,1000,1808.5,3000,1713,5000,2098,10000,2629.5,20000,3515.5,30000,4710.5
london-tube,average_connection_response_time,376,0.08306266554253834,500,0.0866302475493606,1000,0.07631493761037353,3000,0.09371356314743799,5000,0.10459956925648285,10000,0.17664797144117533,20000,0.255971068860814,30000,0.33604760630269376
london-tube,connection_response_time_p90,376,0.11728279226871834,500,0.13168621281464532,1000,0.10537852865697177,3000,0.14433216168717047,5000,0.15195702225633154,10000,0.2853272196748645,20000,0.5483113397450234,30000,0.7350529100529101
london-tube,average_pages_fetched,376,95.06,500,85.32,1000,31.98,3000,11.42,5000,7.3,10000,5.02,20000,3.18,30000,2.75
london-tube,pages_fetched_p90,376,170,500,156,1000,52,3000,18,5000,12,10000,8,20000,4,30000,4
london-tube,average_bytes_transferred,376,12148002.01,500,12188265.88,1000,12561646.88,3000,14522537.14,5000,15689376.54,10000,21797029.38,20000,27830294.53,30000,36029615.98
london-tube,bytes_transferred_p90,376,20963098,500,21015298,1000,21045893,3000,23137800,5000,25820843,10000,34696648,20000,35219606,30000,52814069
london-tube,average_scanned_connections,376,13032.18,500,13032.18,1000,13032.18,3000,13032.18,5000,13032.18,10000,13032.18,20000,13032.18,30000,13032.18
london-tube,scanned_connections_p90,376,22929,500,22929,1000,22929,3000,22929,5000,22929,10000,22929,20000,22929,30000,22929
london-tube,scanned_connections_std_deviation,376,7853.721569268929,500,7853.721569268929,1000,7853.721569268929,3000,7853.721569268929,5000,7853.721569268929,10000,7853.721569268929,20000,7853.721569268929,30000,7853.721569268929
